Z29h6MHN2QzA6aCdaYVZZA;100;3000;270544;dec/MIPLIB/miplib2010/neos-686190.60.s.opb;55093646;4241620;4166466622;209.42;20.22;2943829;238298;1059493;-;;
hJ9hQAO7VtLO972WQO6aeQ;100;3000;396896;dec/MIPLIB/miplib2010/neos-686190.60.u.opb;56735002;4201142;4168215779;209.84;20.39;2929014;262309;1009819;-;;
1GZADBy1vg9NzsLfPqs12w;10;24.69;119036;dec/MIPLIB/miplib2010/neos-777800.0.s.opb;55868;5526;194289;4532.06;70.67;729;3884;913;-;;
+3yMxtTjA6yR1KJ0lDdXgQ;20;5.97;112876;dec/MIPLIB/miplib2010/neos-777800.0.u.opb;6319;3239;81;4212.68;53.66;0;3238;0;-;;
UYx8Bpl1dthw+zUnYn6pdw;20;2.35;14528;dec/MIPLIB/miplib2010/neos-785912.0.d.opb;43065;11814;1309885;136.73;13.26;9578;1490;746;-;;
fvTzqWNEpzM2TXKLQNbU3A;100;3000;87992;dec/MIPLIB/miplib2010/neos-807456.0.d.opb;3185121;2265828;587507830;126.94;2.76;1811060;307796;146972;-;;
42xzSu9bFOFy8A1Pl8cW7Q;100;3000;72220;dec/MIPLIB/miplib2010/neos-820146.0.d.opb;6363167;4381999;395761843;55.56;2.68;3675377;397382;309240;-;;
BgThFKDB8wat2XloCZc6Kg;100;3000;83244;dec/MIPLIB/miplib2010/neos-820157.0.d.opb;6662506;4517902;735406239;58.24;6.54;3617662;508419;391821;-;;
ilerghjz21SZaAfGBdNJGg;10;2.08;13292;dec/MIPLIB/miplib2010/neos-849702.0.s.opb;56733;11845;1192875;131.59;8.38;6026;4519;1300;-;;
bsAgrxhY4gXoGuQTUesC6g;20;0.020000000000000018;2144;dec/MIPLIB/miplib2010/neos-849702.0.u.opb;0;0;0;0.00;0.00;0;0;0;-;;
Qy5OcA05E09JSD-f0lduEQ;20;489.73;178224;dec/MIPLIB/miplib2010/neos-859770.0.d.opb;2186362;136132;39737311;998.55;43.39;108953;17588;9591;-;;
Z1I0Yl3USn89svNBwcB4QQ;100;3000;317636;dec/MIPLIB/miplib2010/neos-885524.0.s.opb;42245104;234512;4596789969;1072.60;2.16;227786;68;6658;-;;
qWXfkoFpS79DlndPcZnXBg;100;3000;272876;dec/MIPLIB/miplib2010/neos-885524.0.u.opb;25338924;259061;4168822181;1243.15;1.90;254617;90;4354;-;;
K32Z4DAgeiKIbSYSvR79Yg;100;3000;1400656;dec/MIPLIB/miplib2010/neos-941313.0.s.opb;11853796;65329;967329967;8785.50;10038.08;18525;2881;43923;-;;
