ujvWOkgoXxtJlaigy+H5uw;100;3000;1724256;dec/MIPLIB/miplib2010/mine-90-10.0.s.opb;UNKNOWN;0;0;0;0;-;;
MFVTR6DkN7zl26AdKBI0og;100;3000;1739192;dec/MIPLIB/miplib2010/mine-90-10.0.u.opb;UNKNOWN;0;0;0;0;-;;
drBj2Jw6HoBOzDdVTU+5-A;137;2844.67;16229996;dec/MIPLIB/miplib2010/mspp16.0.s.opb;-;;
j4vFzhY3HpDyHjM2tKapAA;137;2937.61;16239016;dec/MIPLIB/miplib2010/mspp16.0.u.opb;-;;
UUg0IOXOBhfH+t1k6rfHag;100;3000;7747048;dec/MIPLIB/miplib2010/n3div36.0.s.opb;UNKNOWN;0;0;0;0;-;;
MMvT1BUVxP+Q90vLLvbJbA;100;3000;7329028;dec/MIPLIB/miplib2010/n3div36.0.u.opb;UNKNOWN;0;0;0;0;-;;
DX+Sylq2QWvx7Yqv1geK8A;137;541.9;16237172;dec/MIPLIB/miplib2010/n3seq24.0.s.opb;-;;
nUIwwz2RSSGfEjbBEK0oeA;137;512.22;16238532;dec/MIPLIB/miplib2010/n3seq24.0.u.opb;-;;
pkSJeqTyHa3mSCrDs+m66w;100;3000;500340;dec/MIPLIB/miplib2010/neos-1109824.0.s.opb;UNKNOWN;0;0;0;0;-;;
8tWF4ieWVkTP7HMiqssA-A;100;3000;488104;dec/MIPLIB/miplib2010/neos-1109824.0.u.opb;UNKNOWN;0;0;0;0;-;;
N36XikwROOappPsX5PyZaQ;20;2388.63;686172;dec/MIPLIB/miplib2010/neos-1224597.245.s.opb;SATISFIABLE;50924;5342562;43134889;6975510621;-;;
9QVD0NLvanv5wusw3z6lqQ;100;3000;690288;dec/MIPLIB/miplib2010/neos-1224597.245.u.opb;UNKNOWN;0;0;0;0;-;;
vg9BwJVpDMFq-j8yGBvuKg;100;3000;1534216;dec/MIPLIB/miplib2010/neos-1337307.0.s.opb;UNKNOWN;0;0;0;0;-;;
pQ5bxrMmnYLuqoXaTnuSpw;100;3000;1516160;dec/MIPLIB/miplib2010/neos-1337307.0.u.opb;UNKNOWN;0;0;0;0;-;;
TMBfco+OmD5ncoPG0qj9cQ;20;48.14;97800;dec/MIPLIB/miplib2010/neos-1440225.0.s.opb;SATISFIABLE;604;65190;307223;95323724;-;;
-0-H+2xs3oSLAuUGbIP0SQ;100;3000;329596;dec/MIPLIB/miplib2010/neos-1440225.0.u.opb;UNKNOWN;0;0;0;0;-;;
R1gsvFdV8s+9GBvRwkxFCQ;100;3000;144436;dec/MIPLIB/miplib2010/neos-1616732.0.s.opb;UNKNOWN;0;0;0;0;-;;
w9lyLaE3V4D9vKdOg0DGVw;100;3000;164192;dec/MIPLIB/miplib2010/neos-1616732.0.u.opb;UNKNOWN;0;0;0;0;-;;
ZaNd5FHjC6mixKWclYBJvg;20;0.08000000000000007;5628;dec/MIPLIB/miplib2010/neos-1620770.0.s.opb;SATISFIABLE;2;817;1008;27996;-;;
vpa4wvamneO4s+EsL4O5rg;100;3000;173228;dec/MIPLIB/miplib2010/neos-1620770.0.u.opb;UNKNOWN;0;0;0;0;-;;
Pve1J0EYrEUe-T4h8sUgUg;100;3000;2107948;dec/MIPLIB/miplib2010/neos-506428.0.s.opb;UNKNOWN;0;0;0;0;-;;
X4F6yot82EBSL-Xk8sYWrg;100;3000;2117844;dec/MIPLIB/miplib2010/neos-506428.0.u.opb;UNKNOWN;0;0;0;0;-;;
gzI9RFPrsDV1qyV5fO4UZA;100;3000;842276;dec/MIPLIB/miplib2010/neos-555424.15.s.opb;UNKNOWN;0;0;0;0;-;;
TrafCgH1h6UqbrrtNJaqdQ;100;3000;845372;dec/MIPLIB/miplib2010/neos-555424.15.u.opb;UNKNOWN;0;0;0;0;-;;
eRLtSLbHLYYO5WwklHcJGw;100;3000;3364904;dec/MIPLIB/miplib2010/neos-631710.0.s.opb;UNKNOWN;0;0;0;0;-;;
0bdMuta7D8Xu3+zrWXy3fg;100;3000;3579976;dec/MIPLIB/miplib2010/neos-631710.0.u.opb;UNKNOWN;0;0;0;0;-;;
k-OrvIf1kGF0LS+R4M9V+g;100;3000;3383620;dec/MIPLIB/miplib2010/neos-686190.60.s.opb;UNKNOWN;0;0;0;0;-;;
jFV0HN6EB7bJGg9IElGt4A;100;3000;3382584;dec/MIPLIB/miplib2010/neos-686190.60.u.opb;UNKNOWN;0;0;0;0;-;;
nGG34Y3zNmNeMvISLVx3GA;20;326.62;839724;dec/MIPLIB/miplib2010/neos-777800.0.s.opb;SATISFIABLE;1889;175940;1728235;1217396918;-;;
qP7so-vZ5vIKq-6+o1JW6Q;20;267.87;852036;dec/MIPLIB/miplib2010/neos-777800.0.u.opb;UNSATISFIABLE;2371;425699;4701611;965175143;-;;
OjXeBCPaQxF215lpFa61ZQ;20;10.75;49744;dec/MIPLIB/miplib2010/neos-785912.0.d.opb;UNSATISFIABLE;456;68149;170766;24453898;-;;
DktmBG1d3tCMom6jAo40BQ;100;3000;150280;dec/MIPLIB/miplib2010/neos-807456.0.d.opb;UNKNOWN;0;0;0;0;-;;
auBUi8XCEyLeeo7YUmB6tA;100;3000;144020;dec/MIPLIB/miplib2010/neos-820146.0.d.opb;UNKNOWN;0;0;0;0;-;;
E3rk66EjOH5+23msgqaFvA;100;3000;148904;dec/MIPLIB/miplib2010/neos-820157.0.d.opb;UNKNOWN;0;0;0;0;-;;
IyG0Udw9AahIVIpwAcMOiQ;20;301.46;132872;dec/MIPLIB/miplib2010/neos-849702.0.s.opb;SATISFIABLE;8763;823166;4175873;655675959;-;;
yKEttgd0nJo9nfIncvZjrQ;20;0.020000000000000018;4028;dec/MIPLIB/miplib2010/neos-849702.0.u.opb;UNSATISFIABLE;0;0;0;0;-;;
tS6mpFQQUjqZbuYGik8xOQ;20;80.83;478936;dec/MIPLIB/miplib2010/neos-859770.0.d.opb;UNSATISFIABLE;263;28302;310161;51114783;-;;
rWHhHEQzhoTvobcXWiYJsw;137;569.8;16240492;dec/MIPLIB/miplib2010/neos-885524.0.s.opb;-;;
ooD8TnJwHfn4pzf5JM5jNQ;137;497.52;16238040;dec/MIPLIB/miplib2010/neos-885524.0.u.opb;-;;
OiQ7AGz9B+b9q7LtNK5QzQ;137;523.14;16240608;dec/MIPLIB/miplib2010/neos-941313.0.s.opb;-;;
fe4M3RSZx4qz9qiLLuIw0A;137;463.29;16240560;dec/MIPLIB/miplib2010/neos-941313.0.u.opb;-;;
DpigXZ8kl+rZtgRlkQ8yIg;100;3000;6167708;dec/MIPLIB/miplib2010/neos-952987.0.d.opb;UNKNOWN;0;0;0;0;-;;
e8oINpW2QF-L2y3iQt9u5w;20;272.32;2100112;dec/MIPLIB/miplib2010/neos-957389.0.s.opb;SATISFIABLE;221;40125;373334;550427955;-;;
tXNhQH-ARWt2QCIUDSruEw;20;67.92;1385964;dec/MIPLIB/miplib2010/neos-957389.0.u.opb;UNSATISFIABLE;0;0;0;50270;-;;
GwuiW8xz09CSMjpPcm76bA;20;2.19;47708;dec/MIPLIB/miplib2010/neos16.41.s.opb;SATISFIABLE;55;7417;28383;6560978;-;;
3vdiDvQkThgBqr6f-lXH9w;20;2.05;47408;dec/MIPLIB/miplib2010/neos16.41.u.opb;SATISFIABLE;55;7417;28383;6560978;-;;
7Ol+w+9fDmF2B5n2m6gyKw;20;0.030000000000000027;4328;dec/MIPLIB/miplib2010/neos18.0.s.opb;SATISFIABLE;3;196;713;25174;-;;
mY1qOcZdAvcmcgrdoQgtZA;20;0.07000000000000006;6204;dec/MIPLIB/miplib2010/neos18.0.u.opb;UNSATISFIABLE;4;565;1259;58799;-;;
xUQW0AEryjsOAKk3PZ7xzA;20;44.57;40020;dec/MIPLIB/miplib2010/neos788725.0.d.opb;UNSATISFIABLE;1325;292489;604738;128782199;-;;
CzclTFO8Q9SPDx77s3ayTQ;20;4.13;98712;dec/MIPLIB/miplib2010/neos808444.0.s.opb;SATISFIABLE;9;582;63866;2489054;-;;
50B-n3jDzpYSqIBhcYcazA;20;0.020000000000000018;2112;dec/MIPLIB/miplib2010/neos808444.0.u.opb;UNSATISFIABLE;0;0;0;0;-;;
whTASka44eZ1YfuMUx+9ng;100;3000;204132;dec/MIPLIB/miplib2010/neos858960.0.d.opb;UNKNOWN;0;0;0;0;-;;
T6AVcHSiOi9V62vgJ6H49Q;100;3000;8786804;dec/MIPLIB/miplib2010/netdiversion.0.s.opb;UNKNOWN;0;0;0;0;-;;
fajB4Ikr+jqUlPBjhcWOeA;100;3000;8769336;dec/MIPLIB/miplib2010/netdiversion.0.u.opb;UNKNOWN;0;0;0;0;-;;
ZG75CFYoGyT99aS54nu2+A;100;3000;5332932;dec/MIPLIB/miplib2010/ns1663818.0.s.opb;UNKNOWN;0;0;0;0;-;;
CwL5vWwwzka7MwGLLbKCVQ;100;3000;5320832;dec/MIPLIB/miplib2010/ns1663818.0.u.opb;UNKNOWN;0;0;0;0;-;;
DYvrRusC1QGoAJlKIePvLg;100;3000;456956;dec/MIPLIB/miplib2010/ns1685374.0.s.opb;UNKNOWN;0;0;0;0;-;;
cDTSrF15GQLOi-IBOcgDHA;100;3000;419436;dec/MIPLIB/miplib2010/ns1685374.0.u.opb;UNKNOWN;0;0;0;0;-;;
XbHj0sJAOSZS9oY27xXhyA;20;74.32;406244;dec/MIPLIB/miplib2010/ns1686196.0.d.opb;UNSATISFIABLE;232;18094;222961;91540490;-;;
